Address,Postal Code,Latitude,Longitude,Zone,Photo,Size of Property,Nearby Amenities,Public Remark,Services
13102 Stony Plain RD NW,T5N3P3,53.5472725029243,-113.548122675394,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638451174307900000/reb10/highres/4/E4375394_1.jpg'],,[],"Best Location Old Glenora  - Prime Redevelopment Lot Opportunity with This  Large 7555 sq feet (701.96 sq m) choice infill Lot located in The Heart of Old Glenora. Tremendous opportunities to build multiple units in one of the most desired areas of Edmonton. The LRT Valley West Line near allows potential of building more multiple units on this lot. Also recent building zoning relaxations add to building options. Perfect location for professionals, City Center, River Valley, Ravines, Trails very close ! Glenora Elementary School only 5 minutes walk, more good schools close walking distance. This property is Sold As Is Where Is as the property had a fire. The home for safe housing reasons has been enclosed by chain link fencing by the City of Edmonton. No access to the home at present. Building Rental property for income return potential is excellent, or owner occupy and also obtain income monies. This Lot only has one adjoining neighbor, roadways on 3 sides plus a park across the street east. Amazing !!! (30951772)",
11011 JASPER AV NW,T5K0K7,53.540704200001,-113.5109845,"[{'code': 'MU h40 f7 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638457867544970000/reb10/highres/7/E4376577_1.jpg'],1000 sqft,[],"INVESTORS! Excellent Triple Net ( NNN ) investment offered at over a 6.5% cap rate! With a fresh long term lease, this is a very attractive addition to any investors portfolio whether you're a veteran or looking to get into your first property. As a NNN lease, it's as close to set it and forget it as you can get in real estate. Currently operating as a 35 person Cocktail bar and Resturant (plus 12 for patio) it has a great culture with a loyal client base with great google reviews and thriving social media platforms. This will not stick around long! (30986121)",
11731 95 ST NW NW,T5G1M1,53.56955,-113.486822915344,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638438893109800000/reb10/highres/1/E4372871_1.jpg'],1285 sqft,[],"ACTIVATE a Liquor License, Operate a Bar, Pub, Club. This versatile property is zoned MIXED USE and is Sandwhiched between a Multi-unit, Multi-Storey Seniors Home and a Large Corner Size Plaza. The location is very busy with strong traffic and foot traffic. The City of Edmonton, has placed amazing resources in the area and its vibrancy is shining through, the Alberta Community as well as its business association continuously host events that typically start at the Closest Northern intersection of 118 ave and 95 St. Events hosted by the Edmonton Stadium Draws additional traffic to the area. A great opportunity for a start up commercial investor with dreams of opening up their own bar. INCLUDES Land, Building, & Contents (30879158)",
11737 126 ST NW NW,T5M0S1,53.569703100001,-113.539155,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638512948678230000/reb10/highres/3/E4387263_1.jpg'],,"['Golf Course', 'Playground', 'Public Transit', 'Schools', 'Shopping']","Developer & Investor Alert! Prime lot located in Inglewood. This rectangular corner lot has blueprints for a fourplex dwelling. All the hard work of demolition and waste disposal is completed saving a buyer $35-45k. This lot is located in a prime location close to all amenities such as universities, hospital, shopping centres, schools and much more. You do not want to miss this oppurtunity. (31279859)","Water, Electricity"
11305 108 AV NW,T5H1B5,53.5529360431531,-113.5162013,"[{'code': 'RM h16', 'description': 'Medium Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638503804179900000/reb10/highres/9/E4385559_1.jpg'],,"['Playground', 'Public Transit', 'Schools', 'Shopping']","Great opportunity to transform the existing site into a new multi-family dwelling of your choice. With the new zoning by-law passed by the City of Edmonton, the possibilities here are endless. Located very close to trendy 124 street, this location, currently zoned as RA7. With the new zoning bylaw, this location becomes RM - Medium Scale Residential which allows to go 4-8 stories high and allows a range of community services such as community centres, child care services and religious assemblies. This zone also allows commercial uses at the ground floor of residential buildings to encourage mixed use development and to provide local services to the neighbourhood. (31232229)","Water, Electricity"
8823 87 ST NW,T6C3H7,53.524571500001,-113.4600123,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638513884199270000/reb10/highres/9/E4387509_1.jpg'],,[],"Great lot in prime Bonnie Doon with permits in place to build a fourplex with four basement suites with potential garage suite so that is a total of 9 units, all drawings and permits in place and will be included in the sale. This is a great opportunity to build a great investment property, hurry up! (31287333)",
9947 104 ST NW,T5K0Z2,53.5386872037329,-113.4988097,"[{'code': 'RMU', 'description': 'Residential Mixed Use Zone'}]",['https://cdn.realtor.ca/listings/TS638484651621700000/reb10/highres/7/E4381587_1.jpg'],,[],"An exceptional opportunity to acquire a highly popular Korean restaurant located in the heart of downtown. This turnkey establishment is renowned for its authentic Korean cuisine and enjoys a strong reputation among locals and visitors alike. The restaurant boasts a well-maintained and inviting dining area designed to offer a comfortable and authentic dining experience. The kitchen is fully equipped with all the necessary appliances and tools to maintain efficient operations and high-quality food preparation. An attractive leasing arrangement is currently in place, which includes all utilities. This favourable lease significantly reduces operational overheads and provides stability for the new owner. The terms of the lease contribute to the overall attractiveness and profitability of this business venture. (31122515)",
Address not available,T5A4M2,53.585212800001,-113.4066148,"[{'code': 'CN', 'description': 'Neighbourhood Commercial'}]",['https://cdn.realtor.ca/listings/TS638507763721970000/reb10/highres/4/E4386174_1.jpg'],,[],The business is a hair salon comes with hair washer and dryer. There are 4 hair stations in the premises and the frontage area is rented to a nail and spa lady. The salon currently has salon chairs rental which bring in $1350 per month in revenues. This salon is suitable for a new hair stylist starting out with extra income coming from chairs rental. The overhead costs are very low only $1200 per month in rent and there are lots of free parking spaces for the customers. (31251088),
Address not available,T5P4A2,53.541596000001,-113.599622,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638519211756730000/reb10/highres/6/E4388486_1.jpg'],750 sqft,[],"The subject business is a specialty shop and is a one stop shop offering a large selection of quality cigar, smoke, vape products, glass bong, e-cigarette & e-juice. The staff are knowledgeable about the products providing great customer services and the store has fantastic reviews on social media. This is a recession proof business as more and more people are addicted to smoking. (31312506)",
0 N/A NW,T5T3J7,53.5211685348525,-113.624612173755,"[{'code': 'DC2', 'description': 'Site Specific Development Control Provision'}]",['https://cdn.realtor.ca/listings/TS638421507648430000/reb10/highres/9/E4371199_1.jpg'],,[],This BUBBLE TEA business located inside one of the most popular shopping centre. Right on the high traffic location. fully equipped and established for years. Lots of potential to grow the sales. (30830173),
0 NA NW,T6J4R6,53.460577000001,-113.5315573,"[{'code': 'CG', 'description': 'General Commercial'}]",['https://cdn.realtor.ca/listings/TS638463771586500000/reb10/highres/0/E4377660_1.jpg'],,[],Established Hair Salon in business for 43 Years in the sought out neighborhood Blue Quill. Included in sale are 8 Hairdressing Salon chairs w/ work stations. Comes with 3x Hair drying stations and 3x wash stations. 9 Hair dressing Stations in total. (31013750),
Address not available,T5N2P4,53.5456032487923,-113.56364138623,"[{'code': 'RS', 'description': 'Small Scale Residential'}]",['https://cdn.realtor.ca/listings/TS638452698621430000/reb10/highres/6/E4375466_1.jpg'],,[],Busy barbershop in an extremely high visibility location. Beautifully remodelled with four stations and lots of room for additional services. The business has a lease with great terms and affordable rent. Do not miss this opportunity to own your very own business. (30954352),
0 NA ST NW,T5E2T2,53.588796,-113.467826,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS637787973192270000/reb10/highres/3/E4274973_1.jpg'],,[],"Approx. 900 SQ FT nail salon, 6 pedicure chairs, 6 tables, reasonable rent until 2026, currently has 3 full time & 1 part time technicians with stable incomes. (28247839)",
0 NA NW,T5H2C7,53.5534941868507,-113.483933695701,"[{'code': 'MU h16 f3.5 cf', 'description': 'Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638466507583670000/reb10/highres/0/E4378280_1.jpg'],,[],"Barber Shop & SPA/SALON featuring a set up for Facial/Aesthetics, Nails stations, Sauna room with 2 Single massage rooms and another couples private massage rooms, washroom with shower, laundry/storage room, a traditional Tush steam private station/room and a kitchen. Also included Tv, Display cases, POS system, Security Systems. Fully Licensed Business. Upper floor Commercial Business Available for SALE. Located on high location (hundreds of cars per day travel 95 St). Welcome to your next successful venture. (31032643)",
6869 AD Astra BV NW,T5E4G6,53.606815300001,-113.5154385,"[{'code': 'MUN', 'description': 'Neighbourhood Mixed Use'}]",['https://cdn.realtor.ca/listings/TS638500995815530000/reb10/highres/9/E4384749_1.jpg'],1730 sqft,[],"Newer convenience store available for sale. This store is located in a community plaza of Griesbach where there are many apartment buildings and some still under construction behind the store. There are many townhouses, duplexes and residential detached homes near to the store, many are still under construction. As you can see the population are still growing at a fast pace around the community. The premises has a newer 7 customer service doors walk-in cooler, slush and coffee machines, three beverage/deli standing coolers, three cigarette display units with secured locks, 43 inch large screen TV and a floor safe. There is an exterior roller shutter shutting down at night to keep your property safe. (31207972)",
#101 13139 156 St ST NW,T5V1L3,53.5916088,-113.589731176721,"[{'code': 'BE', 'description': 'Business Employment'}]",['https://cdn.realtor.ca/listings/TS638494731681100000/reb10/highres/0/E4383460_1.jpg'],1500 sqft,[],"Honey stop the car! Super Clean and turn key, Located on the main road of 156 street NW,  FULLY FIXTURED RESTAURANT FOR SALE! GREAT LOCATION, 1520 SQ.FT +-, END UNIT Donair/Burger, 40 seat sitting area, Pizza can be added as well to the menu,  Ample parking with 5 designated stalls. Low monthly lease rate including all common area and property taxes, Industrial /office/retail demographics stats 120 businesses operating within 2 km radius, 40,000 + vehicles per day high traffic exposure. All Equipment INCLUDED and more, 8 foot hood unit with makeup air, 2 deep fryer, Grill, Prep Tables, Stand up Coolers and Freezers and so much more.  This great investment awaits your arrival. Keep the menu as it is or change it to your liking. Be your own boss today!! (31172307)",
10115 100A ST NW NW,T5J2W2,53.5413572937188,-113.491944446033,"[{'code': 'CCA', 'description': 'Core Commercial Arts Zone'}]",['https://cdn.realtor.ca/listings/TS638393787618030000/reb10/highres/8/E4368498_1.jpg'],,[],"In the heart of downtown is this newly renovated, well-established restaurant that serves great food and drinks including rice dishes, bento boxes, and various hot and cold caf drinks. There are a wide variety of popular items to choose from that customers enjoy. The atmosphere of this restaurant is welcoming, tidy, and well-kept, and it is an excellent family business. Dont miss out on this business opportunity. (30744031)",
